incident_name,Date ,Acres,Longitude,Latitude
Settlers Fire,2021-05-19T14:56:00Z,45,-121.01365,38.56101
Ranch Fire,2017-07-26T13:58:00Z,140,-120.70013,38.559707
Boys Fire,2016-09-11T11:25:00Z,40,-121.1309,38.558
Grant Fire,2022-07-14T17:46:00Z,74,-121.1183895,38.5570067
Shingle Fire,2018-07-04T17:09:00Z,316,-121.059979,38.539806
Chaparral Fire,2019-09-29T21:44:45Z,22,-120.965105,38.538467
Largo Fire,2017-07-30T01:45:00Z,236,-121.039267,38.538332
Lawrence Fire,2021-09-05T10:40:20Z,46,-120.731748,38.529123
Chiles Fire,2015-06-16T14:27:00Z,38,-122.3415,38.5287
Cold Fire,2016-08-02T16:36:00Z,5731,-122.06788,38.52513
Bell Fire,2016-09-23T13:12:00Z,45,-120.8416,38.5212
Grant Fire,2020-06-12T12:41:17Z,5042,-121.201927,38.520981
Steele Fire,2018-07-28T16:30:00Z,135,-122.18353,38.51943
Fort Fire,2017-10-07T20:00:00Z,20,-123.24713,38.51937
Pleasure Fire,2015-06-27T12:51:00Z,19,-122.181878,38.519132
Latrobe Fire,2017-07-26T14:45:00Z,1268,-121.104,38.5181
Scott Fire,2016-07-10T15:30:00Z,87,-121.103642,38.517772
Monticello Fire,2014-07-04T21:32:00Z,6488,-122.104,38.512
Wragg Fire,2015-07-22T14:24:00Z,8051,-122.1145,38.4994
Winters Fire,2017-07-06T12:41:00Z,1700,-122.0251,38.49521
Copper Fire ,2020-09-30T13:09:00Z,48,-121.003602,38.49375
Canyon Fire,2017-08-11T12:57:00Z,114,-122.2483,38.49336
LNU Lightning Complex,2020-08-17T08:00:00Z,363220,-122.14864,38.48193
Canyon Fire,2019-07-22T15:05:34Z,64,-122.143942,38.481258
Meiss Fire,2020-08-13T17:01:18Z,512,-121.172572,38.474502
Quail Fire,2020-06-06T16:36:26Z,1837,-122.038208,38.470809
Quail Fire,2022-05-21T15:14:00Z,135,-122.051923,38.467322
Pony Fire,2020-10-03T15:38:00Z,20,-121.039236,38.464074
Alpine Fire ,2022-03-01T17:15:00Z,21,-123.015106,38.46234
Oakmont Fire (Central LNU Complex),2017-10-14T20:35:00Z,100,-122.58152,38.46123
Chris Fire,2017-11-13T11:28:00Z,370,-119.48284,38.46111
Latrobe Fire,2017-06-27T07:39:00Z,35,-120.92162,38.45822
Winters Fire,2018-10-12T11:21:00Z,160,-121.94658,38.45673
Timm Fire ,2019-08-13T15:41:24Z,81,-121.969167,38.455
Henry Fire,2021-06-25T19:53:41Z,1320,-119.7512546,38.4504695
Estate Fire,2017-09-23T11:05:00Z,55,-122.0041,38.4446
Silverado Fire,2013-04-30T23:44:00Z,75,-122.350844,38.441792
Carbon Fire,2023-07-11T15:10:27Z,58,-120.98731,38.43948
Timm Fire,2017-10-02T09:37:00Z,100,-121.97233,38.43658
Nelson Fire,2018-08-10T16:57:00Z,2162,-122.043747,38.431278
Irish Fire,2018-07-06T14:42:00Z,825,-120.95408,38.42623
Romero Fire,2022-06-23T18:34:00Z,349,-121.97785,38.42619
Timm Fire,2022-06-23T14:15:00Z,26,-121.97785,38.42619
Lambert Fire,2020-10-04T12:46:20Z,21,-121.006635,38.424016
Sonoma-Lake-Napa Unit Lightning Fires,2013-06-10T00:46:00Z,28,-122.0437,38.4229
Ione Fire ,2020-07-26T12:57:35Z,51,-121.044895,38.420382
Sky Fire,2015-07-06T10:47:00Z,150,-122.0789,38.4113
Creek Fire,2016-10-10T16:13:00Z,65,-122.43172,38.40958
Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2017-10-09T22:00:00Z,44573,-122.5209,38.4041
Clay Fire,2020-07-29T18:05:20Z,741,-121.17197,38.40329
Point Fire,2017-10-09T01:10:00Z,130,-120.52953,38.40234
Atlas Fire (Southern LNU Complex),2017-10-09T21:52:00Z,51624,-122.24367,38.39206
Rancho Fire,2016-06-28T19:02:00Z,372,-121.003611,38.385
Silverado Fire,2013-11-21T21:39:00Z,190,-122.311,38.382
Alta Fire,2023-09-12T15:35:00Z,14,-122.1796,38.3702
Old Fire,2022-05-31T15:35:00Z,570,-122.270417,38.370078
Pressley Fire (Central LNU Complex),2017-10-09T01:30:00Z,0,-122.64001,38.36685
Browns Fire,2019-08-02T09:23:00Z,84,-121.123611,38.3525
Donnell Fire,2018-08-01T17:48:00Z,36450,-119.929,38.349
Boot Fire,2018-09-04T14:26:00Z,6974,-119.45186,38.347395
Crane Fire,2013-10-04T12:25:00Z,159,-122.6503,38.34599
Sandra Fire,2017-08-28T17:06:00Z,10,-120.72274,38.34421
Clay Fire,2017-06-01T15:38:00Z,68,-121.11113,38.33707
Electra Fire,2022-07-04T18:42:17Z,4470,-120.665415,38.334802
Oak Fire,2016-07-22T13:01:00Z,57,-122.02564,38.33475
Electra Fire,2019-09-25T13:13:41Z,10,-120.67131,38.332083
Butte Fire,2015-09-09T14:26:00Z,70868,-120.70418,38.32974
Summit Complex,2017-07-31T13:44:00Z,5247,-119.782,38.329
Roblar Fire ,2022-06-27T15:47:53Z,63,-122.796221,38.323263
Partrick Fire (Central LNU Complex),2017-10-08T23:48:00Z,8283,-122.39052,38.31802
Clay Fire,2016-06-03T16:57:00Z,32,-121.06452,38.3131
Goose Fire,2021-06-13T16:01:34Z,67,-120.9608439,38.3046414
Maria Fire,2017-07-17T12:55:00Z,117,-120.62177,38.29113
Dillard Fire,2021-05-08T17:29:49Z,44,-121.45965,38.28328
Roadrunner Fire,2013-06-12T16:43:00Z,96,-120.966016,38.27783
Syar Fire,2018-08-09T14:21:00Z,10,-122.26389,38.27229
Fremont Fire,2021-09-22T14:25:00Z,116,-122.416983,38.269863
Camanche Fire,2016-06-17T14:54:00Z,210,-120.90265,38.26874
China Fire,2018-06-17T13:58:00Z,17,-120.892404,38.265645
Wiley Fire,2023-10-07T14:49:04Z,36,-121.981732,38.265241
Bodega Fire,2017-08-27T13:30:00Z,18,-122.71998,38.26294
North Fire,2015-06-16T16:42:00Z,60,-121.135426,38.260777
Deer Fire,2016-08-05T13:49:00Z,26,-120.8657,38.2581
Power Fire,2013-08-05T06:00:00Z,1070,-120.02778,38.25108
Middle Fire,2021-08-13T00:00:00Z,22,-122.727542,38.250596
Pallet Fire,2018-06-05T13:03:00Z,10,-122.44408,38.245151
Liberty Fire,2018-06-11T12:16:00Z,62,-121.09199,38.24033
Liberty Fire,2023-07-11T18:11:00Z,71,-121.0089,38.2387
Liberty Fire,2020-06-17T15:49:46Z,89,-121.20828,38.23432
Wildlife Fire,2020-06-03T18:26:25Z,300,-122.042199,38.232281
Aurora Fire,2020-06-26T15:13:24Z,280,-119.00289,38.22554
Lakeville Fire,2020-06-05T16:56:55Z,141,-122.549816,38.224849
Campo Fire,2021-04-29T23:18:41Z,160,-120.856628,38.223179
Campo Fire,2016-06-27T18:00:00Z,33,-120.8678,38.22017
Mountain Meadow Fire ,2020-07-06T18:22:56Z,75,-122.12447,38.21614
Gulch Fire,2020-06-06T16:19:20Z,107,-122.536406,38.216134
Nelson Fire ,2019-06-07T12:59:00Z,24,-122.12214,38.21416
Nurse Fire,2018-11-08T13:28:00Z,1500,-121.9424,38.21396
Lynette Fire,2019-09-22T18:25:56Z,67,-120.827386,38.20177
Gold Fire,2017-07-05T16:56:00Z,22,-120.67848,38.20176
Lombardi Fire,2017-05-28T15:30:00Z,15,-120.83484,38.19906
McGary Fire ,2020-06-05T17:09:00Z,79,-122.156313,38.196893
Willow Fire,2016-08-28T13:07:00Z,450,-120.6381,38.1874
Quail Fire,2017-07-12T13:10:00Z,59,-120.85322,38.18303
Bell Fire,2020-08-18T10:21:52Z,,-119.869,38.183
Knoll Fire,2023-09-10T12:46:00Z,32,-120.7942,38.18291
Lakeville Fire,2013-07-26T13:45:00Z,158,-122.51253,38.17693
Newell Fire,2021-10-11T20:02:23Z,132,-122.241128,38.170366
American Fire,2019-10-06T16:36:50Z,526,-122.211671,38.165873
Redwood Fire,2022-06-27T16:27:00Z,113,-122.574563,38.163521
Bellagio Fire,2018-05-21T11:56:00Z,12,-122.23059,38.16303
Marshview Fire,2019-07-24T12:28:45Z,183,-122.118889,38.158333
37 Fire,2017-10-09T14:00:00Z,1660,-122.47301,38.14242
Creek Fire,2017-09-03T16:23:00Z,1749,-119.941,38.12
Whiskey Fire,2019-07-18T18:31:00Z,27,-120.78068,38.115224
Gann Fire,2023-07-02T12:35:00Z,105,-120.798285,38.114444
Ascot Fire,2015-07-10T13:36:00Z,40,-122.1578,38.1029
Dolicini Fire,2021-07-14T15:34:10Z,35,-122.7418335,38.0975072
Herman Fire,2022-07-13T16:56:00Z,115,-122.1347757,38.0936839
California Fire,2013-06-18T15:18:00Z,124,-122.13802,38.08744
Parrots Fire,2018-08-05T04:19:00Z,136,-120.46078,38.08424
Quarter Fire,2020-06-21T11:33:36Z,10,-120.20316,38.08264
Pacheco Fire,2016-07-12T13:14:00Z,341,-120.81394,38.08056
Spaletta Fire,2017-07-12T16:15:00Z,35,-122.77846,38.08055
Mare Fire,2019-09-26T15:29:06Z,30,-122.2561111,38.07944444
Walker Fire,2020-06-16T16:58:00Z,1455,-120.72958,38.07741
Toll Fire,2017-06-22T13:08:00Z,39,-122.23004,38.07481
Glencove Fire ,2019-10-27T11:52:15Z,140,-122.22463,38.07205
Bridge Fire,1969-12-31T16:00:00Z,45,-122.76751,38.07135
Bridges Fire,2013-08-17T10:11:00Z,46,-120.45233,38.06231
South Fire,2018-08-06T16:26:00Z,290,-120.872244,38.061298
Lassen Fire,2021-09-01T14:27:00Z,44,-122.6131992,38.0591827
Oak Fire,2014-06-22T12:37:00Z,85,-120.66,38.058
Robie Fire,2021-07-30T00:00:00Z,153,-120.867498,38.054116
Waverly Fire,2018-06-29T15:11:00Z,11789,-120.945482,38.052055
Mark Fire,2015-08-13T16:15:00Z,114,-120.5577,38.052
Shelton Fire,2013-05-30T11:20:00Z,303,-120.90325,38.04993
Oak Fire,2015-09-08T13:23:00Z,108,-120.30188,38.04684
Scenic Fire ,2022-06-23T14:37:00Z,120,-122.191103,38.046255
Nustar Fire,2019-10-15T16:17:18Z,15,-122.245186,38.045866
Airola Fire,2021-08-25T14:55:00Z,639,-120.454797,38.038795
Sky Fire ,2019-10-27T11:29:03Z,150,-122.2241,38.03545
Granite Fire,2021-05-08T15:02:45Z,118,-120.85258,38.03106
Flint Fire,2020-08-19T16:44:58Z,55,-120.85258,38.03106
California Fire,2020-07-06T15:32:26Z,298,-122.25471,38.02996
Willow Fire,2017-07-08T15:26:00Z,370,-122.25544,38.02929
Appaloosa Fire,2016-07-02T14:55:00Z,310,-120.61153,38.02845
Salt Fire,2020-08-18T16:33:32Z,1783,-120.763258,38.027921
Willow Fire,2019-06-06T14:24:00Z,23,-121.9763,38.02503
Irving Fire,2018-09-10T19:00:00Z,152,-122.727,38.02447
Tower Fire,2022-09-02T16:18:02Z,73,-120.7489517,38.0182816
Woodward Fire,2020-08-18T14:27:00Z,4929,-122.836701,38.018089
Flood Fire ,2019-09-05T14:33:01Z,44,-120.945044,38.017138
Willow Fire ,2022-05-20T12:08:00Z,28,-121.998735,38.015611
Willow Fire,2018-06-16T15:10:00Z,25,-121.998967,38.015323
Franklin Fire,2016-07-24T16:30:00Z,40,-122.1885,38.01264
Fellow Fire,2019-07-05T13:33:56Z,24,-122.16201,37.99837
Alhambra Fire,2018-08-17T19:19:00Z,30,-122.14097,37.99618
Willow Fire ,2020-06-06T18:00:51Z,100,-122.002811,37.994368
Cypress Complex,2019-10-27T08:50:23Z,200,-121.64118,37.99136
Glen Fire,2018-06-02T12:42:00Z,23,-121.86473,37.99113
Diamond Fire,2020-10-13T14:31:29Z,21,-120.64541,37.98337
Baker Fire,2016-07-21T15:06:00Z,57,-120.64241,37.98171
Forest Fire,2019-10-27T17:36:15Z,50,-122.11092,37.97911
Pine Fire,2017-06-27T10:39:00Z,38,-122.65749,37.9775
Holland Fire ,2020-07-20T18:04:37Z,75,-121.620238,37.977309
Kirker Fire ,2022-06-24T12:20:00Z,90,-121.908735,37.97689
South Fire,2018-06-09T14:45:00Z,175,-122.5275,37.97638
Mission Fire,2018-06-09T15:30:00Z,12,-122.5275,37.97638
Loma Fire,2015-06-24T16:15:00Z,533,-121.833751,37.974123
Marina Fire,2016-06-25T06:30:00Z,650,-119.14,37.97
Kirker Fire,2013-07-01T13:19:00Z,492,-121.91453,37.96866
Sellers Fire,2019-08-07T15:13:52Z,58,-121.678172,37.968494
Woods Fire,2022-09-01T20:40:00Z,21,-120.4013,37.968
Chuckwagon Fire,2013-07-22T12:34:00Z,31,-120.696362,37.965364
Stagecoach Fire,2016-07-12T15:19:00Z,35,-120.67335,37.96311
Washington Fire,2021-08-26T13:20:00Z,100,-120.402221,37.962933
Whiskey Fire,2019-07-16T18:44:15Z,90,-121.468074,37.962557
Horse Fire,2018-06-24T15:28:00Z,80,-120.68902,37.95766
Rodgers Fire,2022-08-08T10:09:32Z,,-119.552,37.954
Preston Fire,2019-08-08T16:16:40Z,21,-120.420058,37.949747
Valley Fire,2018-06-29T16:06:00Z,268,-121.9921,37.94714
Milton Fire ,2019-07-15T10:49:00Z,202,-120.84372,37.944751
Slate Fire ,2022-07-21T14:22:00Z,64,-120.4422218,37.935092
Tulloch Fire,2016-05-30T15:10:00Z,85,-120.528836,37.927613
Beach Fire ,2020-08-17T12:31:38Z,,-119.010655,37.919382
Murphy Fire,2013-06-02T13:30:00Z,100,-120.33313,37.91529
Balfour Fire,2023-06-25T13:20:00Z,74,-121.7676,37.9143
Marsh Complex,2019-08-03T08:16:00Z,340,-121.872941,37.908362
Morgan Fire,2013-09-08T13:08:00Z,3111,-121.882582,37.90757
Jacksonville Fire,2017-07-29T13:50:00Z,675,-120.408135,37.905545
Twist Fire,2017-07-30T16:28:00Z,124,-120.36005,37.90014
Table Fire,2017-09-19T00:22:00Z,39,-120.504134,37.896778
Muir Fire,2019-10-24T12:15:33Z,67,-122.636471,37.896231
Marsh Fire,2018-07-25T14:41:00Z,247,-121.85847,37.89612
Marsh Fire,2022-06-09T14:21:00Z,159,-121.696808,37.895892
Milton Fire,2017-10-18T12:53:00Z,13,-120.84748,37.89532
Mile Fire,2021-05-27T18:44:00Z,508,-120.8391587,37.89346197
Deer Complex,2017-07-08T02:20:00Z,231,-121.78677,37.87808
Fish Fire,2017-06-05T13:17:00Z,20,-122.2102,37.86549
Diablo Fire,2021-07-11T09:22:05Z,128,-121.667665,37.865193
Buckingham Fire,2018-07-02T14:25:00Z,45,-122.12351,37.86339
Rim Fire,2013-08-17T15:25:00Z,257314,-120.086,37.857
Harney Fire,2023-06-21T17:30:00Z,37,-120.3728742,37.8558452
Red Fire,2017-06-11T18:49:00Z,38,-120.45268,37.85137
Springs Fire,2022-08-03T15:16:00Z,51,-120.50806,37.84349
Tulloch Fire,2019-09-23T15:55:57Z,83,-120.625556,37.838333
Tulloch Fire,2015-08-15T16:11:00Z,112,-120.61691,37.83618
Tulloch Fire,2018-09-08T13:34:00Z,573,-120.61746,37.83388
Jackson Fire,2014-09-04T11:51:00Z,70,-120.3434,37.8316
Orange Fire,2017-06-21T14:45:00Z,65,-120.68992,37.82934
Merrill Fire,2019-10-10T06:42:19Z,40,-122.103867,37.828267
Springs Fire,2019-09-06T11:24:11Z,4840,-118.872,37.826
Big Creek Fire,2015-07-29T16:30:00Z,204,-120.15644,37.823
Irvine Fire,2020-10-11T18:04:00Z,30,-122.104314,37.821737
Byron Fire,2020-04-27T14:59:04Z,47,-121.595225,37.82066
Willms Fire,2017-07-18T22:39:00Z,19,-120.65764,37.81827
Vasco Fire,2015-07-30T11:18:00Z,195,-121.68113,37.81629
Frymire Fire,2016-07-30T17:25:00Z,32,-120.69521,37.81434
Moc Fire,2020-08-20T14:26:08Z,2857,-120.312565,37.813779
Line Fire,2021-03-28T14:43:24Z,23,-120.131236,37.813464
Morgan Fire,2018-11-15T13:31:00Z,20,-121.7944,37.81111
Flat Fire,2018-06-24T13:54:00Z,163,-120.30187,37.80785
Dexter Fire,2021-07-12T14:04:02Z,2965,-118.8745,37.8024
Bruce Fire,2018-07-08T16:45:00Z,56,-121.85311,37.79718
Marshes Fire,2016-09-26T12:20:00Z,1080,-120.32484,37.79635
Hetch Hetchy Fire,2014-06-05T13:04:00Z,269,-120.452,37.787
Edwards Fire,2017-09-26T12:22:00Z,22,-122.169,37.77982
Iron Fire,2018-06-19T15:19:00Z,40,-121.908976,37.779209
Vasco Fire,2013-06-08T10:16:00Z,240,-121.737213,37.775057
Dexter Fire,2017-09-20T14:53:00Z,10,-120.15846,37.76888
59 Fire,2014-06-04T11:45:00Z,402,-120.45087,37.76617
Owens River Fire,2016-09-17T13:49:00Z,5443,-118.95309,37.75985
Old Fire,2016-09-13T13:55:00Z,150,-120.029626,37.75972
Grant Fire,2018-07-08T17:38:00Z,480,-121.60646,37.75646
Mountain Fire,2019-06-21T14:42:00Z,30,-121.57382,37.75427
Grant Fire,2018-05-30T13:21:00Z,484,-121.57918,37.75375
Grant Fire,2016-06-25T16:11:00Z,211,-121.58677,37.74369
Fallon Fire,2013-07-06T13:09:00Z,38,-121.86216,37.74241
Fallon Fire,2017-10-17T14:00:00Z,116,-121.85663,37.7393
Grant Fire,2013-07-04T10:00:00Z,50,-121.5869,37.7393
Grant Fire,2018-05-14T13:06:00Z,12,-121.6039,37.73835
Rattlesnake Fire,2017-09-07T15:00:00Z,0,-119.78256,37.73596
Flynn Fire,2023-07-29T19:09:00Z,80,-121.6065,37.7356
Owens Fire,2018-07-31T15:07:00Z,338,-118.970443,37.735461
Range Fire,2017-08-22T14:00:00Z,200,-121.90516,37.72543
Patterson Fire,2020-07-06T16:04:20Z,150,-121.53524,37.71984
Flynn Fire ,2022-07-19T19:08:46Z,121,-121.656106,37.719206
Carroll Fire,2019-08-31T12:55:15Z,19,-121.657011,37.718636
Patterson Fire,2019-08-21T17:56:05Z,139,-121.55867,37.71734
Patterson Fire,2018-07-25T16:05:00Z,34,-121.55604,37.71173
Haigh Fire,2014-06-10T15:11:00Z,130,-120.197,37.7103
Harte Fire,2019-08-09T15:09:50Z,240,-121.841879,37.708743
Wheeler Fire,2018-06-18T12:30:00Z,115,-120.199162,37.707234
Eden Fire,2022-08-15T16:21:00Z,58,-121.97822,37.70049
Wagner Fire,2018-08-04T13:57:00Z,22,-120.0545,37.69965
Castro Fire,2018-08-26T14:23:00Z,48,-122.02805,37.69926
Chestnut Fire,2013-09-07T13:55:00Z,41,-122.427285,37.667295
Red Fire,2022-08-04T10:04:42Z,,-119.471,37.661
Tesla Fire,2018-06-29T20:59:00Z,70,-121.67144,37.66074
Falls Fire,2017-08-01T16:33:00Z,20,-120.31157,37.65986
Banderilla Fire,2017-07-07T15:50:00Z,36,-120.34802,37.65963
Ferguson Fire,2018-07-13T21:36:00Z,96901,-119.88581,37.6549
Lake Fire,2017-07-08T11:00:00Z,62,-120.4925,37.64898
Empire Fire,2017-08-01T08:45:00Z,8094,-119.618,37.644
Canyon Fire ,2022-06-23T13:47:38Z,71,-121.903018,37.642217
Hollow Fire,2020-07-16T18:14:18Z,253,-121.59374,37.64044
Corral Fire,2017-09-19T14:05:00Z,155,-121.49925,37.63358
Hollow Fire,2019-07-03T15:34:12Z,283,-121.538382,37.63206
Hollow Fire,2021-10-24T13:40:00Z,150,-121.52692,37.62879
Coronado Fire,2017-08-13T16:23:00Z,125,-120.30046,37.62823
Mines Fire,2019-10-24T23:16:18Z,35,-121.68598,37.62782
Vallecitos Fire,2018-06-17T15:56:00Z,20,-121.806775,37.627119
Bird Fire,2016-08-20T08:35:00Z,147,-121.36665,37.62215
Hunters Fire,2020-06-07T19:15:00Z,85,-120.215454,37.61955
Detwiler Fire,2017-07-16T15:56:00Z,81826,-120.21321,37.61757
Niles Fire,2018-11-14T14:56:00Z,20,-121.94182,37.61158
Little Fire,2019-10-08T17:25:12Z,12,-121.853,37.606
Briceburg Fire,2019-10-06T16:15:12Z,5563,-119.96606,37.604638
Carstens Fire,2013-06-16T14:12:00Z,1708,-119.91071,37.58202
Lions Fire,2018-06-11T12:00:00Z,4064,-119.118,37.571
Mines Fire,2017-08-27T17:45:00Z,44,-121.56425,37.56181
Fields Fire,2021-05-14T14:00:00Z,97,-120.419624,37.560209
Oak Fire ,2022-07-22T14:10:00Z,19244,-119.9234728,37.5509366
Mines Fire,2019-09-02T14:36:35Z,11,-121.596667,37.545167
South Fork Fire,2017-08-14T14:28:00Z,7000,-119.598,37.538
Gaines Fire,2019-08-16T14:11:02Z,1300,-120.177018,37.536069
Sheridan Fire,2020-07-04T15:04:41Z,108,-121.876277,37.536015
Marsh Fire,2014-07-11T21:57:00Z,80,-121.5118,37.5359
Creek Fire,2018-08-04T17:32:00Z,30,-121.79733,37.533026
Hunter Fire,2019-08-15T15:15:56Z,433,-120.208019,37.532028
Lake Fire,2019-07-08T15:30:14Z,244,-120.296551,37.524378
Iris Fire,2020-07-21T19:26:58Z,120,-118.711135,37.518879
Washburn Fire,2022-07-07T14:13:08Z,4886,-119.614,37.499
Mines Fire,2019-06-26T18:06:54Z,17,-121.534827,37.494136
Bridge Fire,2019-09-13T20:00:29Z,11,-120.401028,37.492002
Agua Fire,2022-07-18T13:13:00Z,421,-120.02107,37.481701
Boyer Fire,2018-06-15T13:37:00Z,53,-119.84299,37.47677
Bikeway Fire,2019-07-05T09:46:01Z,25,-121.3697,37.469
Reservoir Fire,2019-09-21T11:49:00Z,128,-121.842751,37.467744
Rock Fire,2019-06-25T08:54:24Z,2420,-121.28312,37.46577
Sperry Fire,2020-09-08T22:27:00Z,45,-121.18018,37.46377
Sperry Fire,2020-06-08T13:55:53Z,80,-121.16483,37.463636
Diablo Fire,2020-06-25T06:47:01Z,202,-121.18355,37.46265
Edgewood,2022-06-21T14:30:00Z,20,-122.27742,37.459222
Spring Fire,2017-07-02T13:36:00Z,225,-119.921,37.4591
Canyon Fire,2019-05-30T16:19:00Z,144,-121.22093,37.45899
Live Oak Fire,2021-05-27T14:36:00Z,197,-120.00392,37.45646
Country Fire,2018-07-22T13:06:00Z,320,-121.88807,37.449425
Railroad Fire,2017-08-29T12:19:00Z,12407,-119.64622,37.44663
Weller Fire,2017-07-26T23:19:00Z,51,-121.84108,37.44485
Calaveras Fire ,2019-06-10T15:16:00Z,35,-121.84082,37.44422
Gulch Fire,2023-06-10T15:07:00Z,25,-120.1499,37.4404
SCU Lightning Complex,2020-08-16T09:25:25Z,396624,-121.30435,37.439437
Diablo Fire,2013-07-12T15:35:00Z,150,-121.1955,37.436
Sweigert Fire ,2019-07-24T20:01:44Z,80,-121.807258,37.433192
Del Fire,2019-10-03T13:36:04Z,18,-121.336465,37.429506
Ben Fire,2020-07-15T16:44:16Z,48,-119.95807,37.42319
Rains Fire,2019-07-18T09:07:57Z,35,-121.371276,37.420988
Sierra Fire,2016-07-30T17:25:00Z,114,-121.79669,37.41896
Skeggs Fire,2017-09-11T19:41:00Z,50,-122.3001,37.41591
Ramblin Fire,2017-10-03T11:44:00Z,17,-119.87465,37.41231
Cornetts Fire,2020-06-13T14:27:51Z,191,-120.08522,37.40827
Pleasant Fire,2018-02-18T14:12:00Z,2070,-118.50235,37.40208
Bridges Fire,2014-04-19T15:54:00Z,113,-118.352,37.399
Lariat Fire,2017-07-11T16:51:00Z,101,-121.8179,37.39801
Planada Fire,2018-06-15T10:34:00Z,4563,-120.34207,37.39339
Pleasant Fire ,2022-10-23T12:55:00Z,50,-118.50091,37.38939
Oak Fire,2018-09-22T15:44:00Z,360,-119.68912,37.38789
Tesla Fire,2015-08-19T14:45:00Z,2850,-121.3732,37.3845
Alum Fire,2020-07-11T10:50:33Z,31,-121.79349,37.37731
Ben Fire,2017-06-28T15:49:00Z,558,-119.9646,37.3762
Peak Fire,2017-09-03T13:10:00Z,680,-119.83556,37.37397
Airport Fire,2022-02-16T16:06:41Z,4136,-118.371813,37.369355
Westfall Fire,2017-06-15T07:30:00Z,63,-120.0088,37.36914
Clayton Fire,2023-08-03T14:28:00Z,68,-121.464716,37.368648
Tesla Fire,2022-06-23T17:39:00Z,552,-121.556086,37.365652
River Fire,2021-07-11T14:10:26Z,9656,-119.869785,37.350823
Junction Fire,2014-08-18T13:50:00Z,612,-119.6581,37.3433
Grant Fire,2013-12-31T05:30:00Z,40,-121.717706,37.342186
Bear Fire,2018-06-07T18:04:00Z,200,-120.24315,37.33924
Quimby Fire,2018-09-23T16:23:00Z,30,-121.75815,37.33563
Quimby Fire,2017-06-21T18:02:00Z,54,-121.76323,37.33454
Ranch Fire,2017-06-29T13:56:00Z,85,-121.71752,37.3344
Silver Fire,2020-06-04T07:38:05Z,19,-121.726223,37.329163
Stuhr Fire,2018-05-29T12:58:00Z,63,-121.10903,37.32744
Stuhr Fire ,2019-09-11T11:25:43Z,190,-121.110146,37.32585
Aborn Fire,2019-07-15T11:12:00Z,47,-121.7644444,37.32555556
Grub Fire,2016-08-04T14:13:00Z,85,-119.7738,37.3228
Merced Fire ,2019-06-29T15:09:52Z,210,-120.242411,37.312877
Courtney Fire,2014-09-14T13:36:00Z,320,-119.604124,37.311915
Ben Fire,2018-07-19T13:07:00Z,40,-119.97546,37.28365
Willow Fire,2015-07-25T14:30:00Z,5702,-119.50014,37.279722
Aspen Fire,2013-07-22T22:15:00Z,22992,-119.318,37.279
Stuhr Fire,2019-06-07T16:55:00Z,581,-121.09375,37.25988
Broken Fire,2016-07-04T11:53:00Z,103,-119.65776,37.25601
Manzanita Fire,2021-01-19T12:08:00Z,23,-119.51982,37.25086
Felipe Fire,2017-07-10T15:54:00Z,70,-121.68562,37.25014
Sullivan Fire,2015-07-28T12:10:00Z,40,-121.20324,37.24523
Buck Fire,2021-06-06T15:20:52Z,50,-119.8604784,37.24484944
Valley Fire,2019-07-21T12:01:40Z,149,-120.027731,37.241427
Silicon Fire,2021-06-14T11:40:00Z,35,-121.76309,37.24042
Fork Fire,2016-07-29T17:55:00Z,38,-119.4741,37.24006
Colleen Fire,2020-06-04T19:36:47Z,126,-121.851895,37.229703
School Fire,2018-07-10T17:31:00Z,12,-119.50461,37.22791
Curie Fire,2018-07-10T15:08:00Z,70,-121.79189,37.22545
Bayliss Fire,2019-08-15T13:44:02Z,60,-121.761974,37.219717
Fork Fire ,2022-09-07T15:30:00Z,819,-119.50881,37.21945
Taglio Fire,1969-12-31T16:00:00Z,12,-121.07761,37.21812
Keeler Fire,2018-05-27T17:05:00Z,16,-121.76828,37.21803
Taglio Fire,2016-04-24T11:10:00Z,30,-121.08036,37.2171
Malech Fire,2019-06-09T14:29:00Z,210,-121.70768,37.21638
Mission Fire,2017-09-03T13:06:00Z,1037,-119.48067,37.21616
King Fire,2023-10-14T15:13:00Z,,-119.3594,37.2147
Cornerstone Fire,2018-07-09T17:54:00Z,11,-119.80414,37.19817
Eastman Fire,2018-08-23T15:40:00Z,289,-120.002619,37.197039
Whiskey Fire,2023-07-03T15:18:03Z,,-119.46781,37.193819
Lilly 2 Fire,2013-05-19T15:07:00Z,91,-119.7917,37.1927
Creek Fire,2020-09-04T18:21:00Z,379895,-119.261175,37.19147
Coyote Fire,2019-07-02T16:10:02Z,74,-121.694968,37.18904
Coyote Fire,2020-08-21T14:36:08Z,143,-121.68465,37.18725
Cochrane Fire,2023-08-16T17:31:03Z,72,-121.67208,37.18725
Panther Ridge Fire,2021-01-19T15:25:39Z,20,-122.13372,37.18381
Bear Fire,2017-10-16T22:30:00Z,391,-122.07012,37.18356
North Butano Fire,2021-01-18T21:00:00Z,15,-122.28823,37.18259
Redinger Fire,2018-08-27T23:19:00Z,88,-119.431667,37.179167
Deer Fire,2019-09-03T15:36:45Z,10,-122.07743,37.178353
China Grade Fire,2021-01-18T21:00:00Z,22,-122.1756,37.17749
