Incident Date,Incident Year,Incident Category,Latitude,Longitude,Types of crime
2023/08/31,2023,Drug Offense,37.77921168,-122.4109366,Felonies
2023/08/30,2023,Assault,37.75191129,-122.4239884,Violent Crime
2023/08/25,2023,Larceny Theft,37.76592466,-122.4664425,Felonies
2023/08/31,2023,Robbery,37.72120584,-122.4830228,Violent Crime
2023/08/20,2023,Motor Vehicle Theft,37.80351782,-122.430045,Felonies
2023/08/06,2023,Assault,37.78444884,-122.4160717,Violent Crime
2023/08/29,2023,Burglary,37.801142,-122.4036146,Felonies
2023/07/03,2023,Assault,37.72367236,-122.4551357,Violent Crime
2023/08/31,2023,Suspicious Occ,37.78516721,-122.4179014,Misdemeanors
2023/05/29,2023,Drug Offense,37.75675458,-122.4422435,Felonies
2023/08/27,2023,Larceny Theft,37.78656813,-122.4668303,Felonies
2023/08/07,2023,Fraud,37.72771681,-122.4323633,Felonies
2023/08/31,2023,Larceny Theft,37.78849948,-122.4067711,Felonies
2023/08/31,2023,Larceny Theft,37.77989011,-122.4218916,Felonies
2023/08/28,2023,Larceny Theft,37.78104179,-122.4966282,Felonies
2023/08/31,2023,Assault,37.76234101,-122.4239266,Violent Crime
2023/08/31,2023,Disorderly Conduct,37.78167665,-122.4923752,Misdemeanors
2023/08/31,2023,Malicious Mischief,37.76234101,-122.4239266,Misdemeanors
2023/08/30,2023,Miscellaneous Investigation,37.78207307,-122.4122207,Other
2023/08/29,2023,Lost Property,37.78641773,-122.4534066,Misdemeanors
2023/08/22,2023,Larceny Theft,37.76349643,-122.418484,Felonies
2023/08/31,2023,Larceny Theft,37.78640961,-122.4080362,Felonies
2023/08/30,2023,Drug Offense,37.76032388,-122.4126431,Felonies
2023/08/31,2023,Drug Offense,37.78640961,-122.4080362,Felonies
2023/08/31,2023,Miscellaneous Investigation,37.78331089,-122.4175288,Other
2023/07/04,2023,Drug Offense,37.76407007,-122.4557811,Felonies
2023/08/30,2023,Warrant,37.77438465,-122.4015181,Misdemeanors
2023/07/08,2023,Fraud,37.72771681,-122.4323633,Felonies
2023/08/30,2023,Fraud,37.79046311,-122.4139159,Felonies
2023/08/31,2023,Malicious Mischief,37.79016047,-122.423975,Misdemeanors
2023/08/31,2023,Malicious Mischief,37.7700076,-122.4469338,Misdemeanors
2023/08/29,2023,Burglary,37.78318866,-122.4589984,Felonies
2023/08/22,2023,Miscellaneous Investigation,37.71774402,-122.4335554,Other
2023/08/31,2023,Drug Offense,37.78564171,-122.4179963,Felonies
2023/08/30,2023,Assault,37.73034197,-122.3828879,Violent Crime
2023/08/09,2023,Burglary,37.74314359,-122.4735534,Felonies
2023/08/30,2023,Other Miscellaneous,37.73832136,-122.4056467,Misdemeanors
2023/08/31,2023,Assault,37.78000587,-122.4119334,Violent Crime
2023/08/31,2023,Other Miscellaneous,37.78036304,-122.4528955,Misdemeanors
2023/08/30,2023,Other Miscellaneous,37.78516721,-122.4179014,Misdemeanors
2023/08/30,2023,Assault,37.73017668,-122.3742173,Violent Crime
2023/08/30,2023,Motor Vehicle Theft,37.77702642,-122.4126167,Felonies
2023/08/31,2023,Assault,37.78894262,-122.4221454,Violent Crime
2023/08/30,2023,Malicious Mischief,37.7207728,-122.4770209,Misdemeanors
2023/08/12,2023,Larceny Theft,37.76255082,-122.4340624,Felonies
2023/08/30,2023,Other Miscellaneous,37.80549447,-122.4069566,Misdemeanors
2023/08/31,2023,Offences Against The Family And Children,37.79016047,-122.423975,Violent Crime
2023/08/28,2023,Burglary,37.78104179,-122.4966282,Felonies
2023/08/28,2023,Miscellaneous Investigation,37.7537697,-122.4197054,Other
2023/08/31,2023,Larceny Theft,37.78142837,-122.432329,Felonies
2023/08/31,2023,Malicious Mischief,37.78703795,-122.418271,Misdemeanors
2023/08/31,2023,Disorderly Conduct,37.78703795,-122.418271,Misdemeanors
2023/08/31,2023,Motor Vehicle Theft,37.71305797,-122.400658,Felonies
2023/08/31,2023,Other Miscellaneous,37.78000587,-122.4119334,Misdemeanors
2023/08/31,2023,Fraud,37.78787217,-122.4116992,Felonies
2023/08/28,2023,Suspicious Occ,37.78537597,-122.4162597,Misdemeanors
2023/08/30,2023,Larceny Theft,37.78640961,-122.4080362,Felonies
2023/08/31,2023,Assault,37.77633298,-122.3940351,Violent Crime
2023/08/31,2023,Miscellaneous Investigation,37.77179714,-122.3929445,Other
2023/08/06,2023,Weapons Carrying Etc,37.78444884,-122.4160717,Felonies
2023/05/26,2023,Assault,37.76407007,-122.4557811,Violent Crime
2023/08/30,2023,Larceny Theft,37.80199486,-122.419614,Felonies
2023/08/31,2023,Robbery,37.77601659,-122.4447799,Violent Crime
2023/08/31,2023,Larceny Theft,37.75889316,-122.4429914,Felonies
2023/08/31,2023,Other Miscellaneous,37.79729803,-122.4338467,Misdemeanors
2023/08/30,2023,Assault,37.73034197,-122.3828879,Violent Crime
2023/08/31,2023,Malicious Mischief,37.77688353,-122.4229782,Misdemeanors
2023/08/30,2023,Suspicious Occ,37.80549447,-122.4069566,Misdemeanors
2023/08/30,2023,Larceny Theft,37.7850359,-122.4415372,Felonies
2023/08/31,2023,Drug Offense,37.78000587,-122.4119334,Felonies
2023/08/31,2023,Sex Offense,37.78016203,-122.4076914,Violent Crime
2023/08/31,2023,Malicious Mischief,37.76592466,-122.4664425,Misdemeanors
2023/08/30,2023,Burglary,37.79072193,-122.4043329,Felonies
2023/01/16,2023,Assault,37.76407007,-122.4557811,Violent Crime
2023/05/26,2023,Case Closure,37.80019019,-122.4411774,Other
2023/08/31,2023,Vandalism,37.75191129,-122.4239884,
2023/08/11,2023,Motor Vehicle Theft,37.77738819,-122.4264522,Felonies
2023/08/28,2023,Larceny Theft,37.76705684,-122.4732798,Felonies
2023/08/31,2023,Motor Vehicle Theft,37.79458822,-122.3965859,Felonies
2023/08/31,2023,Robbery,37.79153087,-122.4107555,Violent Crime
2023/08/31,2023,Assault,37.78284941,-122.4665627,Violent Crime
2023/08/31,2023,Assault,37.82788815,-122.3767082,Violent Crime
2023/08/29,2023,Burglary,37.78289568,-122.4107006,Felonies
2023/08/31,2023,Fraud,37.78849948,-122.4067711,Felonies
2023/08/28,2023,Fraud,37.7666736,-122.4198252,Felonies
2023/04/01,2023,Lost Property,37.71321065,-122.4481085,Misdemeanors
2023/08/31,2023,Other Miscellaneous,37.75191129,-122.4239884,Misdemeanors
2023/08/31,2023,Robbery,37.77633298,-122.3940351,Violent Crime
2023/08/28,2023,Larceny Theft,37.76705684,-122.4732798,Felonies
2023/08/31,2023,Robbery,37.74425941,-122.3873726,Violent Crime
2023/08/31,2023,Larceny Theft,37.7340505,-122.4904435,Felonies
2023/08/30,2023,Missing Person,37.77874737,-122.423354,General Accidents (Not Crimes)
2023/08/31,2023,Missing Person,37.77925797,-122.4268286,General Accidents (Not Crimes)
2023/08/31,2023,Suspicious Occ,37.72809908,-122.3905475,Misdemeanors
2023/06/27,2023,Burglary,37.78693971,-122.4115158,Felonies
2023/05/31,2023,Miscellaneous Investigation,37.72246522,-122.4364682,Other
2023/08/30,2023,Weapons Carrying Etc,37.76032388,-122.4126431,Felonies
2023/08/30,2023,Assault,37.78817789,-122.4168272,Violent Crime
2023/08/31,2023,Burglary,37.78836375,-122.4455886,Felonies
2023/08/24,2023,Larceny Theft,37.7813272,-122.4998706,Felonies
2023/05/26,2023,Warrant,37.80019019,-122.4411774,Misdemeanors
2023/08/29,2023,Larceny Theft,37.80220131,-122.4179662,Felonies
2023/08/31,2023,Vandalism,37.78000587,-122.4119334,Misdemeanors
2023/08/30,2023,Weapons Carrying Etc,37.72823179,-122.3791747,Felonies
2023/08/31,2023,Other Miscellaneous,37.78894262,-122.4221454,Misdemeanors
2023/08/31,2023,Assault,37.7850746,-122.4111398,Violent Crime
2023/08/19,2023,Larceny Theft,37.75858492,-122.4198413,Felonies
2023/08/25,2023,Larceny Theft,37.77139603,-122.5098948,Felonies
2023/08/31,2023,Warrant,37.77921168,-122.4109366,Misdemeanors
2023/08/31,2023,Weapons Carrying Etc,37.77777307,-122.4160095,Felonies
2023/08/31,2023,Assault,37.7697347,-122.4245811,Violent Crime
2023/08/31,2023,Burglary,37.77745742,-122.4131577,Felonies
2023/08/31,2023,Suspicious Occ,37.76979785,-122.4485788,Misdemeanors
2023/07/24,2023,Larceny Theft,37.71930936,-122.4388635,Felonies
2023/08/31,2023,Assault,37.7647053,-122.4152507,Violent Crime
2023/08/24,2023,Larceny Theft,37.76172361,-122.4428794,Felonies
2023/08/31,2023,Other,37.80089648,-122.3991302,Other
2023/08/31,2023,Weapons Carrying Etc,37.71539032,-122.3995478,Felonies
2023/08/31,2023,Larceny Theft,37.72453317,-122.4592128,Felonies
2023/08/29,2023,Larceny Theft,37.78057538,-122.4739825,Felonies
2023/08/31,2023,Suspicious Occ,37.78248803,-122.4458205,Misdemeanors
2023/08/28,2023,Missing Person,37.71228275,-122.4065286,General Accidents (Not Crimes)
2023/08/30,2023,Assault,37.79004514,-122.4172048,Violent Crime
2023/08/26,2023,Prostitution,37.75716664,-122.4167196,Misdemeanors
2023/08/24,2023,Miscellaneous Investigation,37.73087918,-122.4861793,Other
2023/08/16,2023,Burglary,37.77745742,-122.4131577,Felonies
2023/08/30,2023,Other,37.7781257,-122.3918405,Other
2023/08/30,2023,Motor Vehicle Theft,37.78508363,-122.4476201,Felonies
2023/08/29,2023,Malicious Mischief,37.74234288,-122.4917679,Misdemeanors
2023/08/30,2023,Malicious Mischief,37.7355595,-122.4302457,Misdemeanors
2023/08/31,2023,Stolen Property,37.75220444,-122.4190175,Felonies
2023/08/30,2023,Robbery,37.77871943,-122.4147412,Violent Crime
2023/08/31,2023,Larceny Theft,37.78849948,-122.4067711,Felonies
2023/08/31,2023,Robbery,37.74239176,-122.4058382,Violent Crime
2023/08/30,2023,Other Miscellaneous,37.72990988,-122.3971769,Misdemeanors
2023/08/31,2023,Motor Vehicle Theft,37.75227137,-122.4178769,Felonies
2023/08/31,2023,Disorderly Conduct,37.82908934,-122.3766402,Misdemeanors
2023/08/31,2023,Burglary,37.75889316,-122.4429914,Felonies
2023/08/31,2023,Assault,37.76817787,-122.4107307,Violent Crime
2023/08/31,2023,Warrant,37.72304447,-122.4360401,Misdemeanors
2023/08/29,2023,Larceny Theft,37.77674157,-122.4748213,Felonies
2023/08/30,2023,Motor Vehicle Theft,37.7625193,-122.449296,Felonies
2023/08/30,2023,Other Miscellaneous,37.73034197,-122.3828879,Misdemeanors
2023/08/31,2023,Larceny Theft,37.80549665,-122.4220068,Felonies
2023/08/31,2023,Malicious Mischief,37.82908934,-122.3766402,Misdemeanors
2023/08/18,2023,Motor Vehicle Theft,37.74836226,-122.4293465,Felonies
2023/08/31,2023,Weapons Offense,37.78414101,-122.4109516,Violent Crime
